"Date","Date_original","TIMESTAMP_DAY","Year","AirT","DATE","RH","VP","VP_long_term","VPD","VPD_VPlongterm","VPD_data.range","precip","NetRad","Eto","Extra_date","Month","DOY","TA_Svgt","Model.P..Richards.growth.model..4P.","Mechanistic.Growth.Model..3P.","Week","DOY_cont","ETo_mm","Ta_1_1_1","RH_1_1_1","ETo_mm_pred.VPD","ETo_mm_pred_AirT","ETo_mm.combined"
2009-04-08,"8-Apr","04/08/2009",2009,2.1,"04/08/2009",86,1.1636355107,4.8,0.0993744726,0.1101639344,"Good",0,3.9,NA,"",4,98,NA,0.00076233,0.2291948,14,NA,NA,NA,NA,0.267358241774059,0.29271791170234,0.267358241774059
2009-04-09,"9-Apr","04/09/2009",2009,1.2,"04/09/2009",95,1.0908164479,5.7,0.0332699017,0.0467213115,"Good",4.4,1.884,NA,"",4,99,NA,0.00068359,0.0461978,15,NA,NA,NA,NA,0.0711968637701944,0.240605545074254,0.0711968637701944
2009-04-10,"10-Apr","04/10/2009",2009,2.4,"04/10/2009",97,1.1888449264,6.1,0.0217558622,0.03,"Good",3,6.703,NA,"",4,100,NA,0.00067064,0.01306805,15,NA,NA,NA,NA,0.0351260576247709,0.310370032616895,0.0351260576247709
2009-04-11,"11-Apr","04/11/2009",2009,2.3,"04/11/2009",92,1.1803887242,5.9,0.0576029697,0.0773770492,"Good",0,10.25,NA,"",4,101,NA,0.0007117,0.11496979,15,NA,NA,NA,NA,0.14553248679864,0.30447020868469,0.14553248679864
2009-04-12,"12-Apr","04/12/2009",2009,4.6,"04/12/2009",83,1.3889285361,6.2,0.1440318892,0.1727868852,"Good",0,13.35,NA,"",4,102,NA,0.00081994,0.34614782,15,NA,NA,NA,NA,0.389925359900213,0.444250054392885,0.389925359900213
2009-04-13,"13-Apr","04/13/2009",2009,4.2,"04/13/2009",74,1.3504820473,6,0.2141864527,0.2557377049,"Good",0,15.53,NA,"",4,103,NA,0.00091821,0.51964628,15,NA,NA,NA,NA,0.56758461892842,0.419317183896151,0.56758461892842
2009-04-14,"14-Apr","04/14/2009",2009,3.5,"04/14/2009",64,1.2854551168,4.4,0.2822859436,0.2596721311,"Good",0,15.43,NA,"",4,104,NA,0.00102334,0.67681168,15,NA,NA,NA,NA,0.724063370844599,0.376322958269526,0.724063370844599
2009-04-15,"15-Apr","04/15/2009",2009,4.1,"04/15/2009",59,1.3410183745,3.4,0.3353886955,0.2285245902,"Good",0,17.32,NA,"",4,105,NA,0.0011125,0.79215129,15,NA,NA,NA,NA,0.836099823796739,0.413125636440261,0.836099823796739
2009-04-16,"16-Apr","04/16/2009",2009,2.3,"04/16/2009",76,1.1803887242,4,0.1728089092,0.1573770492,"Good",0,6.055,NA,"",4,106,NA,0.00085907,0.41879127,16,NA,NA,NA,NA,0.464925878510067,0.30447020868469,0.464925878510067
2009-04-17,"17-Apr","04/17/2009",2009,-0.6,"04/17/2009",74,0.9571512215,4.6,0.1518041837,0.1960655738,"Good",1.5,11.73,NA,"",4,107,NA,0.00083035,0.36597437,16,NA,NA,NA,NA,0.41048204920199,0.140078645658037,0.41048204920199
2009-04-18,"18-Apr","04/18/2009",2009,-0.3,"04/18/2009",46,0.9783681849,2.3,0.3222744801,0.2036065574,"Good",0,17.68,NA,"",4,108,NA,0.00108987,0.76423405,16,NA,NA,NA,NA,0.809204235617222,0.156498022161033,0.809204235617222
2009-04-19,"19-Apr","04/19/2009",2009,0.5,"04/19/2009",58,1.0369938684,3.4,0.2656778291,0.2340983607,"Good",0,14.34,NA,"",4,109,NA,0.00099677,0.63946317,16,NA,NA,NA,NA,0.687271232697953,0.200934235230022,0.687271232697953
2009-04-20,"20-Apr","04/20/2009",2009,1.7,"04/20/2009",51,1.1307578482,2.7,0.3379835208,0.2168852459,"Good",0.1,17.74,NA,"",4,110,NA,0.00111702,0.79763184,16,NA,NA,NA,NA,0.84136296267375,0.269401540797084,0.84136296267375
2009-04-21,"21-Apr","04/21/2009",2009,0.9,"04/21/2009",66,1.067454649,4.1,0.2213900942,0.2285245902,"Good",0,15.66,NA,"",4,111,NA,0.00092886,0.53678213,16,NA,NA,NA,NA,0.584854591328637,0.22351234180748,0.584854591328637
2009-04-22,"22-Apr","04/22/2009",2009,2.4,"04/22/2009",64,1.1888449264,4.8,0.2610703458,0.2832786885,"Good",0,17.95,NA,"",4,112,NA,0.00098951,0.62899143,16,NA,NA,NA,NA,0.676911067545393,0.310370032616895,0.676911067545393
2009-04-23,"23-Apr","04/23/2009",2009,1.6,"04/23/2009",58,1.1226677735,5.1,0.2876274836,0.351147541,"Good",0,17.91,NA,"",4,113,NA,0.00103201,0.68869256,17,NA,NA,NA,NA,0.735715113976168,0.263611416592255,0.735715113976168
2009-04-24,"24-Apr","04/24/2009",2009,1.9,"04/24/2009",61,1.1470926429,5.3,0.2728933398,0.338852459,"Good",0,14.36,NA,"",4,114,NA,0.00100824,0.65576572,17,NA,NA,NA,NA,0.703361431750473,0.281028467789058,0.703361431750473
2009-04-25,"25-Apr","04/25/2009",2009,2,"04/25/2009",69,1.1553379261,6.6,0.2184744018,0.3354098361,"Good",0,14.48,NA,"",4,115,NA,0.00092453,0.52986122,17,NA,NA,NA,NA,0.57788558989273,0.286865354163549,0.57788558989273
2009-04-26,"26-Apr","04/26/2009",2009,4.3,"04/26/2009",66,1.3600045855,5.8,0.282064951,0.3232786885,"Good",0,16.99,NA,"",4,116,NA,0.00102298,0.67631877,17,NA,NA,NA,NA,0.723579422038944,0.42552535472814,0.723579422038944
2009-04-27,"27-Apr","04/27/2009",2009,3.1,"04/27/2009",90,1.2495512043,6.8,0.0762226235,0.1114754098,"Good",2.8,5.653,NA,"",4,117,NA,0.00073389,0.16647543,17,NA,NA,NA,NA,0.200721048201674,0.352114713724647,0.200721048201674
2009-04-28,"28-Apr","04/28/2009",2009,1.6,"04/28/2009",96,1.1226677735,6.7,0.0273930937,0.0439344262,"Good",0.1,5.27,NA,"",4,118,NA,0.00067695,0.02933592,17,NA,NA,NA,NA,0.0528591567627605,0.263611416592255,0.0528591567627605
2009-04-29,"29-Apr","04/29/2009",2009,1.9,"04/29/2009",74,1.1470926429,5.9,0.1819288932,0.2514754098,"Good",0,19.53,NA,"",4,119,NA,0.00087181,0.44138053,17,NA,NA,NA,NA,0.488068660726983,0.281028467789058,0.488068660726983
2009-04-30,"30-Apr","04/30/2009",2009,1,"04/30/2009",70,1.0751923014,5.8,0.1967601912,0.2852459016,"Good",0,20.79,NA,"",4,120,NA,0.00089288,0.47767903,18,NA,NA,NA,NA,0.525076437624444,0.229194806011937,0.525076437624444
2009-05-01,"1-May","05/01/2009",2009,2.2,"05/01/2009",66,1.1719856814,6.8,0.2430698303,0.3790163934,"Good",0,21.08,NA,"",5,121,NA,0.00096158,0.58761481,18,NA,NA,NA,NA,0.635786521668403,0.298586182480158,0.635786521668403
2009-05-02,"2-May","05/02/2009",2009,1.6,"05/02/2009",68,1.1226677735,7.4,0.2191447494,0.3881967213,"Good",0,16.38,NA,"",5,122,NA,0.00092553,0.53145419,18,NA,NA,NA,NA,0.579490364872719,0.263611416592255,0.579490364872719
2009-05-03,"3-May","05/03/2009",2009,2.3,"05/03/2009",59,1.1803887242,5.9,0.2952152199,0.396557377,"Good",0,20.21,NA,"",5,123,NA,0.00104445,0.70546079,18,NA,NA,NA,NA,0.752116866569493,0.30447020868469,0.752116866569493
2009-05-04,"4-May","05/04/2009",2009,2.7,"05/04/2009",62,1.214535381,5.3,0.2815293013,0.3301639344,"Good",0,13.14,NA,"",5,124,NA,0.00102211,0.67512358,18,NA,NA,NA,NA,0.722405785625864,0.328164715494526,0.722405785625864
2009-05-05,"5-May","05/05/2009",2009,1.9,"05/05/2009",79,1.1470926429,6.7,0.1469425676,0.2306557377,"Good",2.1,14.25,NA,"",5,125,NA,0.00082383,0.3535908,18,NA,NA,NA,NA,0.397650041466624,0.281028467789058,0.397650041466624
2009-05-06,"6-May","05/06/2009",2009,2,"05/06/2009",93,1.1553379261,7.3,0.0493329294,0.0837704918,"Good",5.2,7.46,NA,"",5,126,NA,0.00070203,0.09178384,18,NA,NA,NA,NA,0.120552924962954,0.286865354163549,0.120552924962954
2009-05-07,"7-May","05/07/2009",2009,2.7,"05/07/2009",72,1.214535381,6,0.2074426431,0.2754098361,"Good",5.1,21.49,NA,"",5,127,NA,0.00090833,0.50349201,19,NA,NA,NA,NA,0.551257749876692,0.328164715494526,0.551257749876692
2009-05-08,"8-May","05/08/2009",2009,4.4,"05/08/2009",68,1.3695863028,6.6,0.2673432463,0.3462295082,"Good",1.3,22.28,NA,"",5,128,NA,0.00099941,0.64323642,19,NA,NA,NA,NA,0.690999526418291,0.431750193567501,0.690999526418291
2009-05-09,"9-May","05/09/2009",2009,4.1,"05/09/2009",96,1.3410183745,8.3,0.0327208483,0.0544262295,"Good",2.6,6.412,NA,"",5,129,NA,0.00068297,0.04462664,19,NA,NA,NA,NA,0.0694900337419841,0.413125636440261,0.0694900337419841
2009-05-10,"10-May","05/10/2009",2009,5,"05/10/2009",84,1.4283371052,7.3,0.1394057015,0.1914754098,"Good",2.6,14.75,NA,"",5,130,NA,0.0008138,0.33427339,19,NA,NA,NA,NA,0.377582632139055,0.469451769248613,0.377582632139055
2009-05-11,"11-May","05/11/2009",2009,4.2,"05/11/2009",56,1.3504820473,5.1,0.3624693815,0.3678688525,"Good",0,20.97,NA,"",5,131,NA,0.00116053,0.84865432,19,NA,NA,NA,NA,0.890093960193442,0.419317183896151,0.890093960193442
2009-05-12,"12-May","05/12/2009",2009,6.2,"05/12/2009",51,1.5525426863,4.8,0.4640550089,0.3855737705,"Good",0,23.96,NA,"",5,132,NA,0.00135724,1.04748265,19,NA,NA,NA,NA,1.07526754788699,0.546699125351527,1.07526754788699
2009-05-13,"13-May","05/13/2009",2009,9.7,"05/13/2009",65,1.9708506093,6.3,0.4207766051,0.3614754098,"Good",0.6,15.41,NA,"",5,133,NA,0.00127014,0.96523885,19,NA,NA,NA,NA,0.999599212890457,0.786734741230006,0.999599212890457
2009-05-14,"14-May","05/14/2009",2009,14.3,"05/14/2009",53,2.669570238,5.1,0.7653657872,0.3929508197,"Good",0,24.23,NA,"",5,134,NA,0.00212112,1.53124016,20,NA,NA,NA,NA,1.49177921197203,1.13849089970428,1.49177921197203
2009-05-15,"15-May","05/15/2009",2009,18,"05/15/2009",62,3.3806239602,7.1,0.783628634,0.442295082,"Good",0,17.89,NA,"",5,135,NA,0.00217748,1.55613741,20,NA,NA,NA,NA,1.51179539507251,1.45465550239023,1.51179539507251
2009-05-16,"16-May","05/16/2009",2009,16.7,"05/16/2009",59,3.1138984877,5.5,0.7787860118,0.3696721311,"Good",0,20.73,NA,"",5,136,NA,0.00216241,1.54957983,20,NA,NA,NA,NA,1.50653782625301,1.33997958717744,1.50653782625301
2009-05-17,"17-May","05/17/2009",2009,18.5,"05/17/2009",50,3.488414474,5.2,1.0639664146,0.4262295082,"Good",0,23.48,NA,"",5,137,NA,0.00321882,1.88638482,20,NA,NA,NA,NA,1.76247823830498,1.49983695725763,1.76247823830498
2009-05-18,"18-May","05/18/2009",2009,18.1,"05/18/2009",49,3.4019457172,4.9,1.0583453126,0.4096721311,"Good",0,22.15,NA,"",5,138,NA,0.00319437,1.88063169,20,NA,NA,NA,NA,1.75836120532535,1.4636434012921,1.75836120532535
2009-05-19,"19-May","05/19/2009",2009,16.8,"05/19/2009",78,3.1337402239,8,0.420547938,0.2885245902,"Good",0,6.369,NA,"",5,139,NA,0.00126969,0.96479478,20,NA,NA,NA,NA,0.999187055831038,1.34865959844996,0.999187055831038
2009-05-20,"20-May","05/20/2009",2009,16.8,"05/20/2009",75,3.1337402239,8.2,0.4778953841,0.3360655738,"Good",0,17.08,NA,"",5,140,NA,0.00138617,1.07304178,20,NA,NA,NA,NA,1.09851052553601,1.34865959844996,1.09851052553601
2009-05-21,"21-May","05/21/2009",2009,13.7,"05/21/2009",87,2.5675901885,9.2,0.2036099019,0.1960655738,"Good",7.7,15.2,NA,"",5,141,NA,0.00090276,0.49426231,21,NA,NA,NA,NA,0.541909396463336,1.09011226208535,0.541909396463336
2009-05-22,"22-May","05/22/2009",2009,12.3,"05/22/2009",88,2.3428230001,9,0.1714946436,0.1770491803,"Good",1.3,19.04,NA,"",5,142,NA,0.00085725,0.41551895,21,NA,NA,NA,NA,0.461566279901359,0.98020998181589,0.461566279901359
2009-05-23,"23-May","05/23/2009",2009,12.2,"05/23/2009",79,2.3274508216,9.2,0.2981464503,0.3167213115,"Good",3.8,17.93,NA,"",5,143,NA,0.00104929,0.71190456,21,NA,NA,NA,NA,0.758406345881172,0.972516553663744,0.758406345881172
2009-05-24,"24-May","05/24/2009",2009,9.4,"05/24/2009",65,1.9314704931,7.2,0.4123689503,0.4131147541,"Good",0,21.98,NA,"",5,144,NA,0.0012538,0.94884437,21,NA,NA,NA,NA,0.984357506935618,0.765266228168062,0.984357506935618
2009-05-25,"25-May","05/25/2009",2009,6.8,"05/25/2009",60,1.6181411169,6.7,0.3948264325,0.4393442623,"Good",0,21.67,NA,"",5,145,NA,0.00122029,0.91419032,21,NA,NA,NA,NA,0.951969670189303,0.58626489844472,0.951969670189303
2009-05-26,"26-May","05/26/2009",2009,7.4,"05/26/2009",71,1.6861688539,8.4,0.2982832703,0.3993442623,"Good",3.8,14.72,NA,"",5,146,NA,0.00104951,0.71220488,21,NA,NA,NA,NA,0.758699284960215,0.626472333975854,0.758699284960215
2009-05-27,"27-May","05/27/2009",2009,9.4,"05/27/2009",89,1.9314704931,9.4,0.1296016701,0.1695081967,"Good",3.8,4.859,NA,"",5,147,NA,0.00080092,0.30892625,21,NA,NA,NA,NA,0.351158486950536,0.765266228168062,0.351158486950536
2009-05-28,"28-May","05/28/2009",2009,9.5,"05/28/2009",48,1.9445195894,5.3,0.6168016138,0.4518032787,"Good",0,23.7,NA,"",5,148,NA,0.00170762,1.3108885,22,NA,NA,NA,NA,1.30836286431609,0.77240322028671,1.30836286431609
2009-05-29,"29-May","05/29/2009",2009,7,"05/29/2009",58,1.640543366,6.9,0.4203072104,0.4750819672,"Good",8.1,21.08,NA,"",5,149,NA,0.00126922,0.96432718,22,NA,NA,NA,NA,0.998753017329316,0.599595570683348,0.998753017329316
2009-05-30,"30-May","05/30/2009",2009,9.8,"05/30/2009",54,1.9841333192,9.2,0.5567478094,0.6937704918,"Good",0,26.21,NA,"",5,150,NA,0.00156148,1.21209928,22,NA,NA,NA,NA,1.22263988873267,0.793929373085646,1.22263988873267
2009-05-31,"31-May","05/31/2009",2009,10.8,"05/31/2009",46,2.121352808,8.8,0.6987736149,0.7790163934,"Good",0,25.22,NA,"",5,151,NA,0.00192617,1.43650606,22,NA,NA,NA,NA,1.41428135599381,0.866946702880427,1.41428135599381
2009-06-01,"1-Jun","06/01/2009",2009,9,"06/01/2009",49,1.8800411002,6.5,0.5848807863,0.543442623,"Good",0,23.09,NA,"",6,152,NA,0.00162853,1.2591174,22,NA,NA,NA,NA,1.26369974614394,0.736908853110436,1.26369974614394
2009-06-02,"2-Jun","06/02/2009",2009,11.2,"06/02/2009",61,2.1785335431,5.7,0.5182731299,0.3644262295,"Good",0,16.21,NA,"",6,153,NA,0.00147367,1.14561779,22,NA,NA,NA,NA,1.16379112612022,0.896706240692282,1.16379112612022
2009-06-03,"3-Jun","06/03/2009",2009,9.6,"06/03/2009",77,1.957646164,7.3,0.2746577568,0.2752459016,"Good",0,19.87,NA,"",6,154,NA,0.00101106,0.65973433,22,NA,NA,NA,NA,0.707271210382318,0.779559374158546,0.707271210382318
2009-06-04,"4-Jun","06/04/2009",2009,9.1,"06/04/2009",61,1.8927841747,6.1,0.4502933552,0.39,"Good",0,20.94,NA,"",6,155,NA,0.001329,1.02171572,23,NA,NA,NA,NA,1.05170394991132,0.743969709931058,1.05170394991132
2009-06-05,"5-Jun","06/05/2009",2009,7,"06/05/2009",62,1.640543366,5.2,0.3802779522,0.3239344262,"Good",0,10.56,NA,"",6,156,NA,0.00119309,0.88498604,23,NA,NA,NA,NA,0.92449693567778,0.599595570683348,0.92449693567778
2009-06-06,"6-Jun","06/06/2009",2009,6.4,"06/06/2009",75,1.5741435528,5.6,0.2400568918,0.2295081967,"Good",0.9,13.98,NA,"",6,157,NA,0.00095697,0.58061611,23,NA,NA,NA,NA,0.628800808067,0.559817056052799,0.628800808067
2009-06-07,"7-Jun","06/07/2009",2009,7.5,"06/07/2009",76,1.6977483391,6.1,0.2485503568,0.24,"Good",0.9,16.25,NA,"",6,158,NA,0.00097001,0.6002915,23,NA,NA,NA,NA,0.648417890235203,0.633236685309627,0.648417890235203
2009-06-08,"8-Jun","06/08/2009",2009,9.3,"06/08/2009",63,1.9184984844,5.5,0.4330051079,0.3336065574,"Good",0.9,19.22,NA,"",6,159,NA,0.00129424,0.98883909,23,NA,NA,NA,NA,1.02144835571617,0.758148346493927,1.02144835571617
2009-06-09,"9-Jun","06/09/2009",2009,9.1,"06/09/2009",52,1.8927841747,5.4,0.5542072064,0.4249180328,"Good",0.9,27.38,NA,"",6,160,NA,0.00155554,1.20778774,23,NA,NA,NA,NA,1.21885131798102,0.743969709931058,1.21885131798102
2009-06-10,"10-Jun","06/10/2009",2009,11.6,"06/10/2009",72,2.2370642453,7.7,0.3820905731,0.353442623,"Good",1.8,11.99,NA,"",6,161,NA,0.00119645,0.88864787,23,NA,NA,NA,NA,0.927950536703744,0.926786667503584,0.927950536703744
2009-06-11,"11-Jun","06/11/2009",2009,13.1,"06/11/2009",92,2.4690447722,11.1,0.1204893849,0.1455737705,"Good",0,7.06,NA,"",6,162,NA,0.00078911,0.28514367,24,NA,NA,NA,NA,0.326270004496757,1.04250568948746,0.326270004496757
2009-06-12,"12-Jun","06/12/2009",2009,12.9,"06/12/2009",79,2.4369423868,11.3,0.3121723198,0.3890163934,"Good",0,13.03,NA,"",6,163,NA,0.00107271,0.74247778,24,NA,NA,NA,NA,0.78814519107006,1.02680626666928,0.78814519107006
2009-06-13,"13-Jun","06/13/2009",2009,13.4,"06/13/2009",88,2.5178943887,12.3,0.1843098693,0.2419672131,"Good",0,8.52,NA,"",6,164,NA,0.00087516,0.44724413,24,NA,NA,NA,NA,0.494061910884056,1.06621324238144,0.494061910884056
2009-06-14,"14-Jun","06/14/2009",2009,9.6,"06/14/2009",99,1.957646164,13.4,0.0119416416,0.0219672131,"Good",7,5.35,NA,"",6,165,NA,0.00065977,-0.0154735,24,NA,NA,NA,NA,0.00391601451908503,0.779559374158546,0.00391601451908503
2009-06-15,"15-Jun","06/15/2009",2009,8.2,"06/15/2009",94,1.7807840081,11.8,0.0651766947,0.1160655738,"Good",9.7,10.89,NA,"",6,166,NA,0.00072065,0.13603598,24,NA,NA,NA,NA,0.168155428619007,0.68109839992585,0.168155428619007
2009-06-16,"16-Jun","06/16/2009",2009,10.6,"06/16/2009",68,2.0932603371,7.3,0.4086044178,0.3829508197,"Good",0,15.02,NA,"",6,167,NA,0.00124654,0.94145894,24,NA,NA,NA,NA,0.977474407907259,0.852186196184536,0.977474407907259
2009-06-17,"17-Jun","06/17/2009",2009,12.7,"06/17/2009",54,2.4052070103,5.6,0.6749010871,0.422295082,"Good",0,21.12,NA,"",6,168,NA,0.00186015,1.40097928,24,NA,NA,NA,NA,1.38468444450245,1.01119080674858,1.38468444450245
2009-06-18,"18-Jun","06/18/2009",2009,10.8,"06/18/2009",57,2.121352808,5.8,0.5564308415,0.408852459,"Good",0,23.84,NA,"",6,169,NA,0.00156074,1.21156197,25,NA,NA,NA,NA,1.22216796180952,0.866946702880427,1.22216796180952
2009-06-19,"19-Jun","06/19/2009",2009,10.6,"06/19/2009",63,2.0932603371,6.9,0.4724488581,0.4185245902,"Good",0,18.56,NA,"",6,170,NA,0.00137472,1.06302583,25,NA,NA,NA,NA,1.08941778139581,0.852186196184536,1.08941778139581
2009-06-20,"20-Jun","06/20/2009",2009,10.1,"06/20/2009",65,2.0244550007,8.1,0.4322211427,0.4647540984,"Good",0,18.18,NA,"",6,171,NA,0.00129268,0.98733473,25,NA,NA,NA,NA,1.02005885603924,0.815629375282926,1.02005885603924
2009-06-21,"21-Jun","06/21/2009",2009,9.5,"06/21/2009",60,1.9445195894,8.3,0.4744627798,0.5442622951,"Good",0,26.49,NA,"",6,172,NA,0.00137895,1.06673571,25,NA,NA,NA,NA,1.09278805423885,0.77240322028671,1.09278805423885
2009-06-22,"22-Jun","06/22/2009",2009,10.7,"06/22/2009",69,2.1072654255,9.5,0.398483892,0.4827868852,"Good",1.8,22.76,NA,"",6,173,NA,0.00122721,0.92146563,25,NA,NA,NA,NA,0.95878831783773,0.859556555378093,0.95878831783773
2009-06-23,"23-Jun","06/23/2009",2009,12.3,"06/23/2009",60,2.3428230001,9.7,0.571648812,0.6360655738,"Good",0,22.98,NA,"",6,174,NA,0.00159669,1.23716777,25,NA,NA,NA,NA,1.24458999936256,0.98020998181589,1.24458999936256
2009-06-24,"24-Jun","06/24/2009",2009,14,"06/24/2009",59,2.6181446098,10,0.6547979669,0.6721311475,"Good",0,21.81,NA,"",6,175,NA,0.00180609,1.3703972,25,NA,NA,NA,NA,1.35897861040313,1.11420429492243,1.35897861040313
2009-06-25,"25-Jun","06/25/2009",2009,15.5,"06/25/2009",52,2.8842417436,9.2,0.8445059825,0.7239344262,"Good",0,27.92,NA,"",6,176,NA,0.00237475,1.6359212,26,NA,NA,NA,NA,1.5749241049145,1.23761465727696,1.5749241049145
2009-06-26,"26-Jun","06/26/2009",2009,12.5,"06/26/2009",51,2.3738350646,10.1,0.7095393008,0.8113114754,"Good",0,26.96,NA,"",6,177,NA,0.00195659,1.45225202,26,NA,NA,NA,NA,1.42730696631253,0.995658860679037,1.42730696631253
2009-06-27,"27-Jun","06/27/2009",2009,11.4,"06/27/2009",54,2.2076284667,11.3,0.6194605477,0.8521311475,"Good",0,25.29,NA,"",6,178,NA,0.00171436,1.31512681,26,NA,NA,NA,NA,1.31199355057076,0.91170612758907,1.31199355057076
2009-06-28,"28-Jun","06/28/2009",2009,12.8,"06/28/2009",50,2.4210290467,10.3,0.7384138593,0.8442622951,"Good",0,27.23,NA,"",6,179,NA,0.00204026,1.49365658,26,NA,NA,NA,NA,1.46128473629543,1.01898806946858,1.46128473629543
2009-06-29,"29-Jun","06/29/2009",2009,15.9,"06/29/2009",60,2.9590863948,10.8,0.7220170803,0.7081967213,"Good",0,24.15,NA,"",6,180,NA,0.00199238,1.47029127,26,NA,NA,NA,NA,1.44215943552483,1.27137100679218,1.44215943552483
2009-06-30,"30-Jun","06/30/2009",2009,15.8,"06/30/2009",55,2.9402174221,11.8,0.8070896824,0.8704918033,"Good",0,25.04,NA,"",6,181,NA,0.00225176,1.58746119,26,NA,NA,NA,NA,1.53676601184915,1.2628979481571,1.53676601184915
2009-07-01,"1-Jul","07/01/2009",2009,13.5,"07/01/2009",57,2.5343650237,12.8,0.6647639457,0.902295082,"Good",0.8,24.24,NA,"",7,182,NA,0.00183272,1.38563489,26,NA,NA,NA,NA,1.37181291226905,1.07415823208697,1.37181291226905
2009-07-02,"2-Jul","07/02/2009",2009,15,"07/02/2009",63,2.7930232056,11.9,0.6303853375,0.7218032787,"Good",0,21.37,NA,"",7,183,NA,0.00174228,1.33242304,27,NA,NA,NA,NA,1.32676935209569,1.19592516364999,1.32676935209569
2009-07-03,"3-Jul","07/03/2009",2009,18.1,"07/03/2009",77,3.4019457172,10.7,0.4772929841,0.403442623,"Good",1.4,14.5,NA,"",7,184,NA,0.0013849,1.07193667,27,NA,NA,NA,NA,1.09750826565209,1.4636434012921,1.09750826565209
2009-07-04,"4-Jul","07/04/2009",2009,19.7,"07/04/2009",72,3.7594690028,8.5,0.6421173057,0.3901639344,"Good",0,17.06,NA,"",7,185,NA,0.0017727,1.35078799,27,NA,NA,NA,NA,1.34238615652093,1.61077609462606,1.34238615652093
2009-07-05,"5-Jul","07/05/2009",2009,17.1,"07/05/2009",68,3.1939315152,8.2,0.6234554318,0.4301639344,"Good",0,19.89,NA,"",7,186,NA,0.00172452,1.32147348,27,NA,NA,NA,NA,1.31742298020995,1.37483970988101,1.31742298020995
2009-07-06,"6-Jul","07/06/2009",2009,16.9,"07/06/2009",93,3.1536926247,10.3,0.1346626751,0.1181967213,"Good",5.5,8.15,NA,"",7,187,NA,0.00080755,0.3220419,27,NA,NA,NA,NA,0.364844551618892,1.35736291425062,0.364844551618892
2009-07-07,"7-Jul","07/07/2009",2009,15.7,"07/07/2009",98,2.9214539901,9.4,0.0356417387,0.0308196721,"Good",54.7,3.265,NA,"",7,188,NA,0.00068629,0.05297512,27,NA,NA,NA,NA,0.078555018983596,1.25444757749957,0.078555018983596
2009-07-08,"8-Jul","07/08/2009",2009,16.7,"07/08/2009",86,3.1138984877,10.2,0.2659269308,0.2340983607,"Good",0,14.15,NA,"",7,189,NA,0.00099716,0.64002795,27,NA,NA,NA,NA,0.687829440731534,1.33997958717744,0.687829440731534
2009-07-09,"9-Jul","07/09/2009",2009,16.8,"07/09/2009",89,3.1337402239,11.9,0.210273969,0.2145901639,"Good",13.7,8.78,NA,"",7,190,NA,0.00091246,0.5102875,28,NA,NA,NA,NA,0.558131292793239,1.34865959844996,0.558131292793239
2009-07-10,"10-Jul","07/10/2009",2009,17,"07/10/2009",95,3.1737562134,13.8,0.0967995645,0.1131147541,"Good",5.5,8.83,NA,"",7,191,NA,0.00075912,0.22229082,28,NA,NA,NA,NA,0.260053725173704,1.36608959714858,0.260053725173704
2009-07-11,"11-Jul","07/11/2009",2009,14.64375004,"07/11/2009",84,2.7295829139,12.1,0.2664072924,0.3173770492,"Good",0,15.72,NA,"",7,192,NA,0.00099792,0.64111665,28,NA,NA,NA,NA,0.688905323539721,1.16656053423162,0.688905323539721
2009-07-12,"12-Jul","07/12/2009",2009,14.70312499,"07/12/2009",81,2.7400676914,12.3,0.3175738454,0.3831147541,"Good",0,16.12,NA,"",7,193,NA,0.00108186,0.75413798,28,NA,NA,NA,NA,0.799442457913339,1.17143517781196,0.799442457913339
2009-07-13,"13-Jul","07/13/2009",2009,17.5,"07/13/2009",95,3.2757604257,13.3,0.099910693,0.1090163934,"Good",4.1,8.48,NA,"",7,194,NA,0.000763,0.23063031,28,NA,NA,NA,NA,0.26887607129686,1.41007571980317,0.26887607129686
2009-07-14,"14-Jul","07/14/2009",2009,19.2,"07/14/2009",85,3.6443700166,12.9,0.3334598565,0.3172131148,"Good",0,15.97,NA,"",7,195,NA,0.00110914,0.78806815,28,NA,NA,NA,NA,0.832175058473494,1.56411728574352,0.832175058473494
2009-07-15,"15-Jul","07/15/2009",2009,14.6,"07/15/2009",84,2.7218798065,13.4,0.2656554691,0.3514754098,"Good",1.4,16.98,NA,"",7,196,NA,0.00099673,0.63941247,28,NA,NA,NA,NA,0.68722111696714,1.16297364783178,0.68722111696714
2009-07-16,"16-Jul","07/16/2009",2009,15.9,"07/16/2009",89,2.9590863948,13.6,0.1985546971,0.2452459016,"Good",16.4,15.09,NA,"",7,197,NA,0.00089546,0.48203455,29,NA,NA,NA,NA,0.529502066179555,1.27137100679218,0.529502066179555
2009-07-17,"17-Jul","07/17/2009",2009,19.3,"07/17/2009",69,3.6671399585,10.4,0.6934561662,0.5285245902,"Good",0,25.19,NA,"",7,198,NA,0.00191129,1.42866595,29,NA,NA,NA,NA,1.40777456462888,1.57339907311289,1.40777456462888
2009-07-18,"18-Jul","07/18/2009",2009,17.3,"07/18/2009",63,3.2346193684,8.5,0.7300535915,0.5155737705,"Good",0,25.29,NA,"",7,199,NA,0.00201572,1.48179112,29,NA,NA,NA,NA,1.45158836625767,1.39241047664047,1.45158836625767
